cast,director,genre,imdb_id,movie,movie_title,publication_date,rating
"רם אורן, אדם הירש, חיים אתגר, אורי הוכמן, אורנה פיטוסי, דפנה רכטר, יהודה אפרוני, נירה רבינוביץ', שלומית מנדל, שרון אלכסנדר, גיא מרוז",ערן ריקליס,"Drama, Romance",tt0392613,http://www.wikidata.org/entity/Q6973484,פיתוי,2002-01-01T00:00:00Z,5.5
"אפרת גוש, יהודה לוי, אדיר מילר, אורי חזקיה, יובל שרף, גברי בנאי, אלון דהן, רמי לוי, אלברט אילוז, הדס קלדרון",אבי נשר,סרט דרמה,tt2882590,http://www.wikidata.org/entity/Q16130247,פלאות,2013-06-06T00:00:00Z,6.2
"Michelle Treves, Shai Avivi, Mali Levi, Alexander Fehling, Idan Carmeli",דרור שאול,סרט קומדיה,tt3830312,http://www.wikidata.org/entity/Q25490363,פלאפל אטומי,2015-09-10T00:00:00Z,5.9
"Amos Lavi, Blanca Mitzner, Nitza Shaul, Ze'ev Shimshoni",Doron Eran,"Action, Drama",tt0133770,http://www.wikidata.org/entity/Q52696238,פלאש,1986-01-01T00:00:00Z,4.6
"האנס זישלר, מקס רימלט, Irm Hermann, מארק וושק, אמירה קאסאר, דני יוסטון, Andreas Dobberkau, Thomas Lehmann, Michael Benthin, סמדי וולפמן",ערן ריקליס,סרט ביוגרפי,tt1632722,http://www.wikidata.org/entity/Q7203502,פלייאוף,2011-01-01T00:00:00Z,5.4
"Maksim Chernyh, Tamara Samsonov, Mishka Zilberstein",Edan Zeira,"Adventure, Drama",tt1740807,http://www.wikidata.org/entity/Q52696246,פלנטה אחרת,2010-01-01T00:00:00Z,6.5
"Nissim Azikri, Yehuda Fuchs, Yardena Gurevitz, Raphael Klatchkin, Alex Monte",Vitek Tracz,סרט דרמה,tt0133757,http://www.wikidata.org/entity/Q12410636,פנטסיה על נושא רומנטי,1977-01-01T00:00:00Z,8.1
"Michaela Eshet, Vladimir Friedman, Tzahi Grad, Yael Toker",Tamar Yarom,Drama,tt3824034,http://www.wikidata.org/entity/Q52835973,פנסיון פראכט,2014-01-01T00:00:00Z,5.7
"Ze'ev Revach, Yevgeny Orlov, Meytal Gal, Zura Vulkan Kartvelishvily, Natasha Manor",Danni Reisfeld,"Drama, Sport",tt2614342,http://www.wikidata.org/entity/Q52835974,פנתר לבן,2013-01-01T00:00:00Z,6.6
"אלי יצפאן, אדיר מילר, נטע פורת, בת-אל פאפורה, תם גל, יעל לבנטל, תובל שפיר, מיה דגן, קובי פרג', יעקב בודו, אייל שכטר, דב נבון, דרור קרן, ירדן בר-כוכבא",אבי נשר,Drama,tt1655424,http://www.wikidata.org/entity/Q7750657,פעם הייתי,2010-01-01T00:00:00Z,7.3
"זאב רווח, אירינה סלזניובה, גאולה נוני, נתן רביץ, מוניקה ורדימון",זאב רווח,Comedy,tt0163138,http://www.wikidata.org/entity/Q6546793,פעמיים בוסקילה,1998-01-01T00:00:00Z,5
"Doron Tzioni, Sharon Alexander, Dalia Shimko, Dalia Beger, Shahar Shikartzi",Ze'ev Revach,Drama,tt0148612,http://www.wikidata.org/entity/Q52950674,פצעי בגרות 80,1980-01-01T00:00:00Z,5.8
"Omer Barnea, Dor Peles, Debbi Besserglick, Natan Cogan, Efrat Cohen",Yoram Gal,"Comedy, Drama",tt0213996,http://www.wikidata.org/entity/Q52837008,פרא,1999-01-01T00:00:00Z,5.7
"Vahina Giocante, Oz Zehavi, Eli Eltonyo, Oded Leopold, Johnny Arbid",Matan Guggenheim,"Drama, Thriller",tt2252614,http://www.wikidata.org/entity/Q52843189,פרדייס קרוז,2013-01-01T00:00:00Z,6
"Nuli Omer, Efrat Aviv, Sharon Friedman, Danny Geva, Amit Jacobi",Adam Kalderon,Drama,tt3842994,http://www.wikidata.org/entity/Q52075784,פרחים של מרציפן,2014-01-01T00:00:00Z,8.2
שירה האס,טלי שלום עזר,סרט דרמה,tt1603900,http://www.wikidata.org/entity/Q19263904,פרינסס,2014-01-01T00:00:00Z,6.1
"Kutiman, Samantha Montgomery",עידו הר,סרט תיעודי,tt4161074,http://www.wikidata.org/entity/Q50409051,פרינסס שואו,2015-01-01T00:00:00Z,6.8
"Hazi Carmel, Dov Feigin, Shimon Finkel, Devora Kastelnitz, Oded Kotler",Avraham Heffner,Drama,tt0145957,http://www.wikidata.org/entity/Q52837011,פרשת וינשל,1979-01-01T00:00:00Z,
יהודה ברקן,בועז דוידזון,"Comedy, Drama, Romance",tt0133689,http://www.wikidata.org/entity/Q2909862,צ'רלי וחצי,1974-01-01T00:00:00Z,6.8
פסח בר אדון,אלכסנדר פורד,Drama,tt0130234,http://www.wikidata.org/entity/Q6991010,צבר,1932-01-01T00:00:00Z,3.6
Yaakov Malkin,Chris Marker,Documentary,tt0054799,http://www.wikidata.org/entity/Q16028392,צד שלישי למטבע,1961-01-01T00:00:00Z,7.2
"Gabi Amrani, Yona Atari, Saar Badishi, Shmil Ben Ari, Eli Bonfild",Arnon Zadok,Drama,tt0163361,http://www.wikidata.org/entity/Q52837014,צדק מוחלט,1997-01-01T00:00:00Z,6.2
"יהודה ברקן, גילי שושן, אנלי הרפז, סמי הורי, יעל הדר, יורם חטב, תומר שרון, אורן שבו, דני שטג",ערן ריקליס,"Drama, Music",tt0242073,http://www.wikidata.org/entity/Q6953346,צומת וולקן,1999-01-01T00:00:00Z,7.1
"Orly Ben-Garti, Albert Iluz, Dafna Rechter, Danny Steg, Boris Svidensky",Gideon Kolirin,Drama,tt0163882,http://www.wikidata.org/entity/Q12410865,צור הדסים,1999-01-01T00:00:00Z,6.3
"רונית אלקבץ, בכרי זיאד, עופר חיון, צחי גראד",Eran Merav,סרט התבגרות,tt1191140,http://www.wikidata.org/entity/Q3575595,ציון ואחיו,2009-01-01T00:00:00Z,6.3
"שרה אדלר, ליא קניג, הלנה ירלובה",עמוס גיתאי,סרט דרמה,tt3966798,http://www.wikidata.org/entity/Q19636068,צילי,2014-01-01T00:00:00Z,4.8
"Gila Almagor, Rami Heuberger, Dvora Kedar, Mali Levi, Aliza Rosen",Amir Wolf,"Comedy, Drama",tt3921362,http://www.wikidata.org/entity/Q52837016,ציפורי חול,2015-01-01T00:00:00Z,7
"Dana Berger, Tsaki Bochlin, Maor Cohen, Eli Havakok, Assi Levy","Galit Eshkol, Eyal Shiray","Comedy, Romance",tt0118005,http://www.wikidata.org/entity/Q49294635,ציפורים בניוטרל,1995-12-31T22:00:00Z,5
"זהרירה חריפאי, מוסקו אלקלעי, יאיר רובין, דליה שימקו, דורון נשר, עמוס מוקדי, עמי טראוב, זאב שמשוני",שמעון דותן,Drama,tt0133290,http://www.wikidata.org/entity/Q7313943,צלילה חוזרה,1982-01-01T00:00:00Z,8.1
"Mohammad Bakri, Alejandro Cohen, Ronit Elkabetz, Andréa Ferréol, Sasson Gabai",Haim Bouzaglo,Drama,tt0162716,http://www.wikidata.org/entity/Q52951797,צלקת,1995-01-01T00:00:00Z,3.9
"Avi Nesher, Chelli Goldenberg, Yoav Koresh, Limor Goldstein, Robert Henig",שחר סגל,סרט דרמה,tt0343125,http://www.wikidata.org/entity/Q12410911,צעד קטן,2003-01-01T00:00:00Z,7.4
סער בדישי,מיקי בהגן,סרט דרמה,tt0135695,http://www.wikidata.org/entity/Q6904284,צעירים לנצח,1996-01-01T00:00:00Z,6
"Icho Avital, Abraham Celektar, Aryeh Cherner, Maya Dagan, Gil Frank",Uri Barbash,"Drama, History",tt4495188,http://www.wikidata.org/entity/Q52835976,קאפו בירושלים,2015-01-01T00:00:00Z,7.4
"יעל אבקסיס, ליא קניג, יוסף אבו ורדה, רבקה מיכאלי, אורי קלאוזנר, סמי הורי, יורם חטב, שמואל קלדרון",עמוס גיתאי,סרט דרמה,tt0189630,http://www.wikidata.org/entity/Q3191800,קדוש,1999-01-01T00:00:00Z,6.8
"Sharon Alexander, Shiri Gadni, Hanna Maron, Yigal Sade, Marina Shoif",Moshé Mizrahi,Drama,tt2539474,http://www.wikidata.org/entity/Q52837420,סוף שבוע בגליל,2008-01-01T00:00:00Z,6.2
"Ophelia Shtruhl, Ossi Hillel, Avner Hizkiyahu, Dalik Wollinitz, Doron Zafris","Yeud Levanon, Ilan Moshenson",Comedy,tt0121153,http://www.wikidata.org/entity/Q52837044,סוף שבוע מטורף,1986-01-01T00:00:00Z,5
"Rahel Dayan, Doval'e Glickman, Avner Hizkiyahu, Oshik Levi, Lilith Nagar",Nissim Dayan,Drama,tt0146281,http://www.wikidata.org/entity/Q52837045,סופו של מילטון לוי,1981-01-01T00:00:00Z,
"Shalev Gelber, Nitai Gvirtz, Sivan Levy, Meital Carmeli, Gefen Ganani",Veronica Kedar,"Drama, Sci-Fi",tt2461182,http://www.wikidata.org/entity/Q52837048,סופעולם,2014-01-01T00:00:00Z,5.2
"Tom Avni, Alon Dahan, Zofit Eliashiv, Natan Sgan-Cohen, Eran Shadar",חנוך רוזן,"Adventure, Comedy, Thriller",tt0162678,http://www.wikidata.org/entity/Q6637013,סופר בוי,1997-12-31T22:00:00Z,5.8
למיס עמאר,עילית זקצר,סרט דרמה,tt4365518,http://www.wikidata.org/entity/Q21998256,סופת חול,2016-01-01T00:00:00Z,6.9
"Eli Cohen, Jacques Cohen, Assi Dayan, Illi Gorlitzky, Yossi Ohana",Micha Shagrir,"Drama, War",tt0138077,http://www.wikidata.org/entity/Q52837401,סיירים,1967-01-01T00:00:00Z,
תיקי דיין,דרור שאול,"Comedy, Fantasy",tt0330889,http://www.wikidata.org/entity/Q7050726,סימה וקנין מכשפה,2003-01-01T00:00:00Z,6.1
"Yiftach Spector, Ehud Banai, Dina Doron, Hadara Azoulai, Shaike Levi",Ilan Eldad,Drama,tt0056494,http://www.wikidata.org/entity/Q52837403,סיניה,1962-01-01T00:00:00Z,6.2
"Avraham Aviv Alush, Alex Ansky, Idan Barkai, Adi Bielski, Sharon Fridman",Dan Wolman,"Drama, History",tt6077176,http://www.wikidata.org/entity/Q52843192,סיפור אהבה ארץ ישראלי,2017-01-01T00:00:00Z,6.7
חוה אלברשטיין,נדב לויתן,Drama,tt0083084,http://www.wikidata.org/entity/Q4750088,סיפור אינטימי,1981-01-01T00:00:00Z,7.5
"לבנה פינקלשטיין, דביר בנדק, טוגו איגאוואה, אושרי סהר, אלון דהן, איציק כהן, אוולין הגואל, אלברט אילוז, הילה סורג'ון פישר, עירית קפלן, אופירה רחמים","שרון מימון, ארז תדמור","Comedy, Drama, Romance, Sport",tt1258123,http://www.wikidata.org/entity/Q282167,סיפור גדול,2009-01-01T00:00:00Z,7
יבגניה דודינה,איתן ענר,"Drama, Music, Romance",tt0814197,http://www.wikidata.org/entity/Q6651685,סיפור חצי רוסי,2006-01-01T00:00:00Z,7
נטלי פורטמן,נטלי פורטמן,סרט מבוסס ספרות,tt1135989,http://www.wikidata.org/entity/Q19881205,סיפור על אהבה וחושך,2015-03-09T00:00:00Z,6
"Itamar Cohen, Tikva Dayan, Moshe Folkenflick, Evelin Hagoel, Albert Iluz",Shmuel Haimovich,Drama,tt0420229,http://www.wikidata.org/entity/Q52837405,סיפור קיץ,2004-01-01T00:00:00Z,6.5
"Efrat Aviv, Maya De-Fries, Tomer Even, Levana Finkelstein, Eyal Geffen",Dina Zvi-Riklis,Drama,tt0111200,http://www.wikidata.org/entity/Q52837406,סיפור שמתחיל בלוויה של נחש,1994-01-01T00:00:00Z,6.4
"משה איבגי, אלישבע מיכאלי, שרון רג'יניאנו, אריה מוסקונה, צחי גראד",עמית ליאור,סרט דרמה,tt0386041,http://www.wikidata.org/entity/Q6594808,סיפורי בית קפה,2003-01-01T00:00:00Z,6.4
"ג'וליאנו מר, יעל אבקסיס, אורי גבריאל, ששון גבאי, מודי בר-און, שחר סגל, שלמה תרשיש, נולי עומר, דורון צברי, אייל גפן, ענת צחור, ענת וקסמן, דרור קרן, עידית טפרסון, רוזינה קמבוס, שרון אלכסנדר, שולה רווח","איילת מנחמי, נירית ירון",סרט דרמה,tt0105416,http://www.wikidata.org/entity/Q6961320,סיפורי תל אביב,1992-01-01T00:00:00Z,7.1
"Elisha Efrat, Erez Tzfadia",דוד דרעי,סרט תיעודי,tt7193882,http://www.wikidata.org/entity/Q50350261,"סלאח, פה זה ארץ ישראל",2017-05-15T00:00:00Z,7.6
"Mosko Alkalai, Gabi Amrani, Jacky Arkin, Reuven Bar-Yotam, Ya'ackov Ben-Sira",אלפרד שטיינהרדט,Comedy,tt0121714,http://www.wikidata.org/entity/Q16132309,סלומוניקו,1972-01-01T00:00:00Z,7.4
"Angélica Vale, Angel Bonanni, Rodrigo Gonzáles, Hilla Vidor, Dan Deutsch",Yohanan Weller,"Comedy, Romance",tt1965061,http://www.wikidata.org/entity/Q52837409,סלסה תל אביב,2011-01-01T00:00:00Z,6.3
יהונתן סגל,בועז דוידזון,סרט קומדיה,tt0084629,http://www.wikidata.org/entity/Q1003094,ספיחס,1982-01-01T00:00:00Z,5.4
"Gabi Amrani, Alik Arma, Tikva Aziz, Zeev Berlinsky, Galit Chai",זאב רווח,Comedy,tt0152286,http://www.wikidata.org/entity/Q6624602,ספר נשים,1984-01-01T00:00:00Z,5.6
"דורון תבורי, מיקי קם",אלפרד שטיינהרדט,סרט דרמה,tt0076685,http://www.wikidata.org/entity/Q25490686,סרט וארוחת בוקר,1977-01-01T00:00:00Z,
"ריימונד אמסלם, שמואל שילה, עמוס לביא, שרון זליקובסקי, לירון לבו, ריטה שוקרון, פירה קנטר, אייל שכטר, אלברט אילוז, אריה צ'רנר, הילה סעדה, מיכאל כורש",חיים בוזגלו,"Drama, Thriller",tt1728247,http://www.wikidata.org/entity/Q12410177,סרק סרק,2010-01-01T00:00:00Z,6.2
,Helmar Lerski,"Documentary, Music",tt0026090,http://www.wikidata.org/entity/Q52837410,עבודה,1935-01-01T00:00:00Z,6.2
"Yossi Barak, Nathan Dattner, Dudu Dotan, Eyal Geffen, Amit Itzcar",Yigal Shilon,Comedy,tt0133388,http://www.wikidata.org/entity/Q52837411,עבודה בעיניים,1989-01-01T00:00:00Z,4.4
"סכנדר קובטי, פואד חבש, נועה לזר קינן","סכנדר קובטי, ירון שני",סרט דרמה,tt1077262,http://www.wikidata.org/entity/Q323930,עג'מי,2009-01-01T00:00:00Z,7.4
אסי דיין,איתן גרין,Drama,tt0088696,http://www.wikidata.org/entity/Q18210703,עד סוף הלילה,1985-01-01T00:00:00Z,6.1
"Adi Biti, Orian Daymond, Ishai Golan, Bar Minali, Itamar Orani",Noa Aharoni,סרט דרמה,tt2075088,http://www.wikidata.org/entity/Q6771523,עד סוף הקיץ,2013-09-18T21:00:00Z,6.2
"Mosko Alkalai, Anat Atzmon, Nathan Dattner, Miri Fabian, Irit Frank",Raphaël Rebibo,סרט דרמה,tt0133729,http://www.wikidata.org/entity/Q3048411,עדות מאונס,1984-01-01T00:00:00Z,4.2
"Jeff Altman, Gilat Ankori, Dori Ben-Ze'ev, Nissim Levy, Meir Suissa",Alain Jakubowicz,Comedy,tt0147138,http://www.wikidata.org/entity/Q52837019,עובדים על העולם,1983-01-01T00:00:00Z,
"דביר בנדק, עמוס לביא, דני גבע, מרינה שויף, נינה קוטלר",יקי יושע,סרט דרמה,tt1810722,http://www.wikidata.org/entity/Q6787651,עוד אני הולך,2010-01-01T00:00:00Z,
"Shimon Povsner, Shimon Finkel, Shifra Ashman, Menachem Gnessin, Moshe Choorgel",חיים הלחמי,Drama,tt0151797,http://www.wikidata.org/entity/Q7034026,עודד הנודד,1932-12-31T22:00:00Z,6
גיל פרנק,חיים בוזגלו,סרט דרמה,tt0103089,http://www.wikidata.org/entity/Q6658744,עונת הדובדבנים,1991-01-01T00:00:00Z,7.2
דוד ברוך,בועז דוידזון,"Action, Drama",tt0068244,http://www.wikidata.org/entity/Q6899592,עזית של הצנחנים,1972-01-01T00:00:00Z,6.3
"חוסיין יאסין מהז'ן, רובא בלאל-עספור",תאופיק אבו ואיל,סרט דרמה,tt0398713,http://www.wikidata.org/entity/Q3488943,עטאש (צימאון),2004-01-01T00:00:00Z,6.6
"Alona Einstein, Arik Einstein, Sima Eliyahu, Yisrael Segal, Talia Shapira",אורי זוהר,"Comedy, Drama",tt0121237,http://www.wikidata.org/entity/Q6769223,עיניים גדולות,1974-01-01T00:00:00Z,7.2
"רן דנקר, טינקרבל, חיים זנאתי, מתי אטלס, זהר שטראוס, שפרירה זכאי, אבי גרייניק, צחי גראד, יצחק שארי","טבקמן, חיים,","סרט דרמה, סרט להטב""י",tt1424327,http://www.wikidata.org/entity/Q1262479,עיניים פקוחות,2009-01-01T00:00:00Z,7.3
"Oshri Cohen, Lana Ettinger, Danny Isserles, Nevo Kimchi, Rotem Zissman-Cohen",Amikam Kovner,Drama,tt3165442,http://www.wikidata.org/entity/Q52837021,עיר מקלט,2014-01-01T00:00:00Z,6.6
"Debbie Kleinman, Rivka Michaeli, Nuli Omer, Zohar Zamir","Hadassa Degani, Dalia Hovers",Comedy,tt0133346,http://www.wikidata.org/entity/Q52837023,על הפנים,1990-01-01T00:00:00Z,
"גילה אלמגור, אלכס פלג, אבנר חזקיהו",מיכל בת-אדם,Drama,tt0081621,http://www.wikidata.org/entity/Q17052871,על חבל דק,1980-01-01T00:00:00Z,7.3
"ג'מיל ח'ורי, ח'אולה דיבסי, לואי נופי, חלי גולדנברג, שמעון מימרן, אלון אולארצ'יק, מוריס כהן (שחקן), מיכאל אלוני",מיכאל מאיר,"סרט דרמה, romantic drama, סרט להטב""י",tt2318625,http://www.wikidata.org/entity/Q7067489,עלטה,2012-09-07T00:00:00Z,7.5
"חנה לסלאו, רונית אלקבץ, יעל אבקסיס, יוסף כרמון, עמוס לביא, אורי קלאוזנר, דלית קהן, לירון לבו",עמוס גיתאי,"סרט דרמה, סרט קומדיה",tt0349079,http://www.wikidata.org/entity/Q2836922,עלילה,2003-01-01T00:00:00Z,6.1
"Ruti Asarsai, Meir Deseh, Debebe Eshetu, David Getahun, Hanna Haiela",Bazi Gete,Drama,tt3748640,http://www.wikidata.org/entity/Q52837025,עלים אדומים,2014-01-01T00:00:00Z,6.6
"Devora Bakon, Gary Eckstein, Ariel Forman, Isaac Gayer, Eyal Geffen",Assi Dayan,Comedy,tt0133362,http://www.wikidata.org/entity/Q52837028,עם ישראל חי‎,1981-01-01T00:00:00Z,2.9
נחמה הנדל,Larry Frisch,סרט דרמה,tt0133365,http://www.wikidata.org/entity/Q6618927,עמוד האש,1959-01-01T00:00:00Z,7.2
"Rotem Abuhab, Roy Nik, Shlomi Ohayon, Ofira Rahamim, Joy Rieger",Sophie Artus,Drama,tt3824030,http://www.wikidata.org/entity/Q52837030,עמק,2014-01-01T00:00:00Z,7
"Maisa Abd Elhadi, Ziad Bakri, Jihan Dermelkonian, Hanan Hillo, Amer Hlehel",מהא חאג',Drama,tt5695668,http://www.wikidata.org/entity/Q25207759,עניינים אישיים,2016-05-12T00:00:00Z,6.5
"צביקה הדר, אוולין קפלון, זבולון מושיאשווילי, עמית ליאור, אורלי פרל, פיני קידרון, אסתי זקהיים, אריה מוסקונה",ג'ולי שלז,דרמה קומית,tt0134028,http://www.wikidata.org/entity/Q6815682,עפולה אקספרס,1997-01-01T00:00:00Z,6.8
"Alon Aboutboul, Liora Grossman, Shlomit Hagoel, Assi Hanegbi, David Menachem",Raphaël Rebibo,סרט דרמה,tt0151470,http://www.wikidata.org/entity/Q3280883,מקום ליד הים,1989-01-01T00:00:00Z,6.1
,Nurith Aviv,Documentary,tt0161782,http://www.wikidata.org/entity/Q52843200,"מקום, עבודה",1998-01-01T00:00:00Z,
"משה איבגי, אורי גבריאל",יעקב גולדווסר,"Comedy, Crime, Music",tt0126417,http://www.wikidata.org/entity/Q6807406,מקס ומוריס,1993-12-31T22:00:00Z,7.1
"Aharon Almog, Tirzeh Arbel, Adar Eshet, Hillit Katmor, Gad Keiner",ז'אק קתמור,Drama,tt0141603,http://www.wikidata.org/entity/Q30314464,מקרה אישה,1969-01-01T00:00:00Z,6.4
"אסי דיין, יוסף כרמון, עידן אלתרמן, שירה גפן, דבי בסרגליק, קרין אופיר, שרית סרי, תומר שרון, רבקה נוימן, שירלי ברנר, אדם ברוך, דורי בן זאב, גיל אלון",אסי דיין,"Comedy, Drama",tt0143751,http://www.wikidata.org/entity/Q6803085,מר באום,1997-01-01T00:00:00Z,6.7
"Levana Finkelstein, Oded Teomi, Avner Hizkiyahu, Bracha Ne'eman, Abraham Ronai",Menahem Golan,"Comedy, Drama",tt0064707,http://www.wikidata.org/entity/Q52837102,מרגו שלי,1969-01-01T00:00:00Z,4.8
"דביר בנדק, ג'יזל סילבר, אלון אבוטבול, דפנה לוין, יעל הדר, דלית קהן, שמואל קלדרון, תומר שרון, זהר שטראוס, גל זייד, הילה סורג'ון פישר, צחי גראד, פולי רשף, אופירה רחמים",עודד דוידוף,"Comedy, Crime, Drama, Thriller",tt0278554,http://www.wikidata.org/entity/Q6584362,מרס תורכי,2001-01-01T00:00:00Z,7
"Shuli Rand, Avital Dicker, Peter Firth, Alon Aboutboul, Sharon Alexander",Rafi Bukai,סרט הרפתקאות,tt0116987,http://www.wikidata.org/entity/Q20068376,מרקו פולו,1995-12-31T22:00:00Z,5.7
מאור כהן,גור בנטביץ',"Adventure, Romance",tt0270500,http://www.wikidata.org/entity/Q6771113,משהו טוטאלי,2000-01-01T00:00:00Z,6.7
"Mira Awad, Tommy Baremboem, Eli Danker, Evgenia Dodina, Ishai Golan",Veronica Kedar,Drama,tt6211060,http://www.wikidata.org/entity/Q52837421,משפחה,2017-01-01T00:00:00Z,6.7
גבי עמרני,בועז דוידזון,סרט בורקס,tt0143688,http://www.wikidata.org/entity/Q6849679,משפחת צנעני,1976-01-01T00:00:00Z,7.4
"Meir Margalit, Shoshana Bar, Oded Kotler, Rina Ganor, Tikva Mor",יואל זילברג,"Comedy, Drama",tt0137110,http://www.wikidata.org/entity/Q7006456,משפחת שמחון,1965-01-01T00:00:00Z,
"Tzufit Grant, Almog Pail, Nathan Ravitz, Eyal Shehter, Michal Yannai",Doron Benvenisti,Drama,tt1063685,http://www.wikidata.org/entity/Q52837080,מתוק ומר,2007-01-01T00:00:00Z,6.4
משה איבגי,יעקב גולדווסר,סרט שוד,tt0084342,http://www.wikidata.org/entity/Q6880724,מתחת לאף,1982-01-01T00:00:00Z,6.8
"ליאור אשכנזי, דובר קוסאשווילי, מוני מושונוב, יובל סגל, מיכאל ורשביאק",דובר קוסאשווילי,"סרט דרמה, סרט קומדיה",tt0339366,http://www.wikidata.org/entity/Q2932643,מתנה משמיים,2003-01-01T00:00:00Z,5.9
יהונתן סגל,עמוס גוטמן,"סרט דרמה, סרט להטב""י",tt0085990,http://www.wikidata.org/entity/Q5307479,נגוע,1984-04-23T00:00:00Z,6.4
זאב שמשוני,עמוס גוטמן,סרט דרמה,tt0085990,http://www.wikidata.org/entity/Q6585122,נגוע,1982-01-01T00:00:00Z,6.4
"Netta Shpigelman, Oded Leopold, Ali Suliman, Ruba Blal, Eli Keren-Asaf",Tova Ascher,"Drama, Family",tt3570012,http://www.wikidata.org/entity/Q52837083,נדיה - שם זמני,2015-01-01T00:00:00Z,6.4
"מילי אביטל, אלון אבוטבול, יפתח קליין, שרית וינו-אלעד, ענת וקסמן",איילת מנחמי,סרט דרמה,tt0892332,http://www.wikidata.org/entity/Q2920309,נודל,2007-01-01T00:00:00Z,7.4
מוחמד בכרי,יהודה ג'אד נאמן,Drama,tt0803883,http://www.wikidata.org/entity/Q7051052,נוזהת אל-פואד,2008-03-12T22:00:00Z,6.5
,Neta Shoshani,Documentary,tt6233550,http://www.wikidata.org/entity/Q52843195,נולד בדיר יאסין,2017-01-01T00:00:00Z,7.8
שמואל שילה,יצחק צפל ישורון,סרט דרמה,tt0084417,http://www.wikidata.org/entity/Q7045289,נועה בת 17,1982-01-01T00:00:00Z,6.6
"Sassi Keshet, Yona Elian, Jacques Cohen, Tova Pardo, Arieh Elias",George Obadiah,"Drama, Musical",tt0142710,http://www.wikidata.org/entity/Q25492599,נורית,1971-12-31T22:00:00Z,5.6
"ריצ'רד גיר, סטיב בושמי, שארלוט גינסבורג, מייקל שין, ג'וש צ'ארלס, דן סטיבנס",יוסף סידר,סרט דרמה,tt4191702,http://www.wikidata.org/entity/Q19363732,נורמן: עלייתו המתונה ונפילתו התלולה של מאכער אמריקאי,2016-01-01T00:00:00Z,6.2
"Gabi Amrani, Ya'ackov Bodo, Dubi Gal, Tsippi Shavit, Gideon Singer",George Obadiah,Comedy,tt0063334,http://www.wikidata.org/entity/Q52837084,נחצ'ה והגנרל,1972-01-01T00:00:00Z,5.8
"Gisela Ansky, Arik Einstein, Ya'ackov Eistein, Gabi Eldor, Ronit Katz",Shlomo Suriano,"Drama, Romance",tt0151763,http://www.wikidata.org/entity/Q52837086,ניני,1963-01-01T00:00:00Z,6.8
"Mushon Alboher, Yehuda Barkan, John Barks, Igor Borisov, Jeannette Charles","Yehuda Barkan, Yigal Shilon",Comedy,tt0177045,http://www.wikidata.org/entity/Q52837087,ניפגש בחוף,1987-01-01T00:00:00Z,6.3
"Yehuda Barkan, John Berks, Igor Borisov, Moshon Elbohor, Cyril Green","Yehuda Barkan, Ezra Shem-Tov",Comedy,tt0096924,http://www.wikidata.org/entity/Q52837090,ניפגש בסיבוב,1986-01-01T00:00:00Z,3.9
"Alain D. Woolf, Paul L. Smith, Nadia Bilchik, Kathy-Jo Ross, Alexandra Klootwyk",Yehuda Barkan,Comedy,tt1298712,http://www.wikidata.org/entity/Q52837091,ניפגש בספארי,1989-01-01T00:00:00Z,6.5
"Jenya Vaserman, Oleg Levin, Eva Dora Edelstein, Valeri Kaplan, Maria Ovanov",ארנון צדוק,Drama,tt1728242,http://www.wikidata.org/entity/Q6680607,ניקה,2010-01-01T00:00:00Z,6
"Tuvia Tzafir, Joseph Shiloach, Sassi Keshet, Menahem Einy, Miri Aloni",Joel Silberg,"Comedy, Drama",tt0144502,http://www.wikidata.org/entity/Q6585044,נישואין נוסח תל אביב,1978-12-31T22:00:00Z,6.1
"אלי יצפאן, עפרה ויינגרטן, עירית שלג, שלמה בראבא",חיים בוזגלו,סרט דרמה,tt0099565,http://www.wikidata.org/entity/Q6728257,נישואין פיקטיביים,1988-01-01T00:00:00Z,7.1
"Sharon Alexander, Dalia Beger, Shmil Ben Ari, Liron Ben-Shlush, Itzik Golan",Erez Tadmor,Drama,tt5106396,http://www.wikidata.org/entity/Q52837094,נמל בית,2016-01-01T00:00:00Z,7.3
"חן יאני, עודד לאופולד, עמי ויינברג, יונתן ברק, ארנון צדוק, טל קלאי, לימור גולדשטיין, שושה גורן, אייל רוזלס",דורון ערן,"סרט להטב""י",tt1820531,http://www.wikidata.org/entity/Q2656595,נמס בגשם,2012-01-01T00:00:00Z,6.7
"Rachel Attas, Shlomo Bar-Shavit, Ya'ackov Bodo, Dassi Hadari, Shahar Kol",Leo Filler,"Comedy, Drama, Musical",tt0139492,http://www.wikidata.org/entity/Q52837038,נס בעיירה,1968-01-01T00:00:00Z,
"Aki Avni, Shlomit Cohen, Aviv Geffen, Ron Omer, Uri Vardi",Tzury Mimon,Drama,tt0143761,http://www.wikidata.org/entity/Q52837039,נערי החוף,1992-01-01T00:00:00Z,4.3
עפרה חזה,ג'ורג' עובדיה,סרט קומדיה,tt0151709,http://www.wikidata.org/entity/Q1197967,נערת הפרברים,1979-01-01T00:00:00Z,6.3
Shredi Jabarin,אבי מוגרבי,סרט תיעודי,tt0459934,http://www.wikidata.org/entity/Q790439,נקם אחת משתי עיני,2005-01-01T00:00:00Z,7.5
